chiffre de sonde,,,,n.m.,"Nombre figurant sur la carte, indiquant la valeur de la sonde, positive ou négative, d'un point ou d'une courbe de niveau. ",,,,,,,,,,,,,,,,,,,,,,,
chiffre de tirage,,,,n.m.,"Nombre d'exemplaires d'un document à imprimer, ou effectivement imprimés, en un ou plusieurs tirages.",,,,,,,,,,,,,,,,,,,,,,,
chorème,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
cicéro,,,,n.m.,"Multiple du point typographique, égal à douze points (en France 4,51 mm).",,,,,,,,,,,,,,,,,,,,,,,
CIO,,O,,n.m.,Pôle conventionnel international : pôle conventionnel défini par un accord international,,,Conventional International Origin,,,,,,,,,,,,,,,,,,,,
clarté,,,,n.f.,Caractère d'une couleur qui produit sur l'œil une sensation lumineuse de niveau élevé. Nota le terme clarté est employé pour un objet coloré et le terme luminosité pour une source de lumière,,,luminosité,,,,,,,,,,,,,,,,,,,,
classe d'objets,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
classification,,,,n.f.,"Système d'identification permettant la répartition des pièces d'une collection entre diverses séries, en fonction de critères déterminés.",,,,,,,,,,,,,,,,,,,,,,,
classification d'image,,,,n.f.,"Distribution de certains éléments d'une image suivant des catégories déterminées, prédéfinies ou résultant de l'étude même de cette image.",,,,,,,,Résultat de l'opération précédente.,,,,,,,,,,,,,,,
cliché tramé,O,,,n.m.,Cliché résultant d'une opération de tramé photographique à partir d'une image de teintes plates ou de demi-teintes.,,,,,,,,Cliché résultant de la reproduction photographique d'une planche de rédaction tramée.,,,,,,,,,,,,,,,
coefficient de corrélation,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
coefficient de surhaussement,,,,n.m.,Valeur numérique du rapport de l'échelle altimétrique à l'échelle planimétrique,,,,,,,,,,,,,,,,,,,,,,,
cohérence des données,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
cohérence formelle,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
cohérence géométrique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
cohérence logique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
coin de feuille,,,,n.m.,Sommet de l'angle formé par deux éléments de l'orle. ,,,,,orle,,,,,,,,,,,,,,,,,,
colatitude,,,,n.f.,"Complément de la latitude, celle-ci étant considérée comme positive dans l'hémisphère nord, négative dans l'hémisphère sud.",,,,,,,,,,,,,,,,,,,,,,,
collage,,,,n.m.,Opération consistant à ajouter certaines substances à la pâte lors de la fabrication du papier pour lui conférer une certaine imperméabilité.,,,,,,,,,,,,,,,,,,,,,,,
collection,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
communication cartographique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
compas à pointes sèches,,,,n.m.,Compas à deux pointes identiques destiné à reporter des longueurs sur un document,,,,,,,,,,,,,,,,,,,,,,,
compas à verge,,,,n.m.,"Compas destiné à tracer des cercles de grande rayon, constitué par une règle, le long de laquelle peuvent coulisser deux pièces portant respectivement la pointe et le traceur",,,,,,,,,,,,,,,,,,,,,,,
compas balustre,,,,n.m.,Compas destiné à tracer des cercles de très petit rayon.,,,,,,,,,,,,,,,,,,,,,,,
compas de proportion,,,,n.m.,"Compas à pointes sèches dont le point d'articulation est mobile le long des branches, destiné à reporter des longueurs avec modification dans un rapport fixé",,,,,,,,,,,,,,,,,,,,,,,
compas de réduction,,,,n.m.,"Compas à pointes sèches dont le point d'articulation est mobile le long des branches, destiné à reporter des longueurs avec modification dans un rapport fixé",,,,,,,,,,,,,,,,,,,,,,,
compilation (cartographique),,,,n.f.,Recherche étude et exploitation de documents en vue de l'établissement d'une nouvelle carte.,,,,,,,,,,,,,,,,,,,,,,,
complètement,,,,n.m.,"Opération topographique ayant pour but de préciser, compléter et contrôler un levé photogrammétrique en particulier pour tous les éléments non perceptibles ou mal identifiables sur les photographies",,,,,,,,,,,,,,,,,,,,,,,
complétude,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
composants qualité,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
compte-fils,,,,n.m.,Loupe de faible distance focale montée sur un support dont la hauteur correspond à la mise au point,,,,,,,,,,,,,,,,,,,,,,,
conception cartographique,,,,n.f.,Recherche et choix des critères et des modes d'expression s'appliquant à la représentation cartographique. ,,,cartographic design,,rédaction cartographique ; généralisation cartographique,,,,,,,,,,,,,,,,,,
conflit d'espace,,,,n.m.,,,,space conflict,,généralisation cartographique ; généralisation cartographique automatisée,,,,,,,,,,,,,,,,,,
confusion (visuelle),,,,n.f.,Effet produit par le non respect du seuil de séparation ou du seuil de différenciation entre des éléments graphiques voisins ou de valeurs voisines,,,,,,,,,,,,,,,,,,,,,,,
contenu (d'une carte),,,,n.m.,Ensemble des phénomènes représentés sur la carte et éventuellement des autres informations portées sue elle.,,,,,,,,,,,,,,,,,,,,,,,
contour,,,,n.m.,Trait délimitant une surface. ,,,,,,,,"Trait ou ligne de changement de couleur ou de valeur d'un graphisme, qui en délimite l'ensemble ou des éléments.",,,,,,,,,,,,,,,
contraste,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
contraste de couleurs,,,,n.m.,Influence réciproque de deux sensations visuelles colorées juxtaposées.,,,,,,,,,,,,,,,,,,,,,,,
convergence des méridiens,,,,n.f.,Gisement de la tangente à l'image du méridien orientée vers le nord en un point du plan de projection.,,,,,,,,,,,,,,,,,,,,,,,
conversion de données,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
coordinatographe,,,,n.m.,Appareil destiné au report des points définis par leurs coordonnées rectangulaires ou polaires,,,,,,,,,,,,,,,,,,,,,,,
coordinatomètre,,,,n.m.,Numériseur graphique-numérique ancien permettant la mesure de coordonnées point par point sur des règles graduées ou des compteurs mécaniques,,,,,,,,,,,,,,,,,,,,,,,
coordonnées (d'un point),,,,n.f.,Couple (triplet) de nombres algébriques permettant de repérer la position d'un point dans le plan ou sur une surface (dns l'espace),,,,,,,,,,,,,,,,,,,,,,,
coordonnées absolues,,,,n.f.,Coordonnées d'un référentiel dans lequel les positions sont données par rapport à un repère fixe,,,,,,,,,,,,,,,,,,,,,,,
coordonnées géodésiques (d'un lieu),,,,n.f.,Coordonnées d'un lieu relatives à un système de référence géodésique donné et pouvant se ramener à ses coordonnées géographiques par un calcul parfaitement défini.,,,,,,,,,,,,,,,,,,,,,,,
coordonnées géographiques,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
coordonnées géographiques (géodésiques) (d'un lieu),,,,n.f.,Longitude et latitude astronomiques d'un lieu.,,,coordonnées géographiques naturelles (d'un lieu),,,,,,,,,,,,,,,,,,,,
coordonnées géographiques astronomiques (d'un lieu),,,,n.f.,Longitude et latitude géodésiques d'un lieu.,,,,,,,,,,,,,,,,,,,,,,,
coordonnées géographiques naturelles (d'un lieu),,,,n.f.,Longitude et latitude astronomiques d'un lieu.,,,coordonnées géographiques (géodésiques) (d'un lieu),,,,,,,,,,,,,,,,,,,,
coordonnées incrémentielles,,,,n.f.,Coordonnées relatives dans lesquelles la position de chaque point d'une séquence de points consécutifs est donnée par rapport à la position du point précédent.,,,,,,,,,,,,,,,,,,,,,,,
coordonnées planimétriques,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
coordonnées rectangulaires (d'un point),,,,n.f.,Coordonnées cartésiennes dans le plan de projection de l'image d'un point de l'ellipsoïde de référence. Coordonnées cartésiennes dans un repère spatial à trois dimensions d'un point de l'ellipsoïde de référence,,,,,,,,,,,,,,,,,,,,,,,
copyright,,,,n.m.,Droit d'auteur résultant d'accords internationaux. Mention portée sur le document publié pour établir ce droit représenté par la lettre C inscrite dans un cercle accompagnée de l'indication de l'éditeur et de l'année de publication.,,Droit,,,,,,,,,,,,,,,,,,,,,
corps,,,,n.m.,"Dimension variable d'un caractère typographique, mesurée dans un plan parallèle à la surface imprimante parallèlement à la ligne de base",,,chasse,,,,,,,,,,,,,,,,,,,,
correction (de mise à jour),,,,n.f.,Opération qui modifie une information portée sur un document cartographique pour l'actualiser en fonction de nouvelles données. Nota : ne pas confondre avec correction (de rédaction).,,,,,,,,,,,,,,,,,,,,,,,
correction (de rédaction),,,,n.f.,Rectification d'une faute. Nota : ne pas confondre avec correction (de mise à jour).,,,,,,,,,,,,,,,,,,,,,,,
correction angulaire finie,,,,n.f.,Différence entre l'angle que font sur le plan de projection deux segments de même origine et l'angle que font sur l'ellipsoïde de référence les arcs géodésiques joignant les points correspondant à cette origine et aux extrémités de ces segments.,,,,,,,,,,,,,,,,,,,,,,,
correction des longueurs,,,,n.f.,Différence entre la longueur joignant deux points du plan de projection et la longueur de l'arc géodésique joignant les points correspondants sur l'ellipsoïde de référence.,,,,,,,,,,,,,,,,,,,,,,,
correction géométrique,,,,n.f.,Transformation appliquée à une image topographique pour la rendre superposable à une carte.,,,,,,,,,,,,,,,,,,,,,,,
cote (d'altitude),,,,n.f.,Nombre exprimant l'altitude positive ou négative d'un point ou d'une courbe de niveau Synonyme d'altitude et de chiffre de cote.,,,,,,,,,,,,,,,,,,,,,,,
cote (de classement),,,,n.f.,Code en général alphanumérique attribué à un document classé en vue de représenter sa place dans un classement,,Documentation,,,,,,,,,,,,,,,,,,,,,
cote (de topométrie),,,,n.f.,Nombre exprimant la mesure d'une longueur quelconque sur un croquis de levé topométrique.,,,,,,,,,,,,,,,,,,,,,,,
cote de roche,,,,n.f.,"Altitude d'une tête de roche, éventuellement toujours émergée, par rapport au niveau de réduction des sondes.",,,,,,,,,,,,,,,,,,,,,,,
cote géopotentielle (d'un point),,,,n.f.,Différence de potentiel du champ de pesanteur terrestre entre un point et une surface équipotentielle choisie comme niveau de référence.,,,,,,,,,,,,,,,,,,,,,,,
couche,,,,n.f.,"Enduit d'épaisseur faible et uniforme déposé à la surface d'un support lors de sa fabrication, pour lui conférer certaines propriétés.",,,,,,,,"Enduit d'épaisseur faible et uniforme déposé à la surface d'un support, pour permettre la réalisation ou le transfert de graphismes par diverses techniques. ",,,,,,,,,,,,,,,
couche à tracer,,,,n.f.,Produit chimique plus ou moins opaque coloré ou non étendu sur un support généralement transparent en vue du tracé sur couche. ,,,,,,,,Le support de rédaction ainsi constitué.,,,,,,,,,,,,,,,
couche pelliculable,,,,n.f.,Revêtement plastique étendu sur un support transparent susceptible d'être découpé et détaché de ce support.,,,,,,,,,,,,,,,,,,,,,,,
couche photosensible,,,,n.f.,"Couche (enduit d'épaisseur faible et uniforme déposé à la surface d'un support) sensible à un rayonnement lumineux, ultra violet ou infrarouge.",,,,,,,,,,,,,,,,,,,,,,,
couche thématique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
couleur,,,,n.f.,Dans le langage courant : matière colorante ,,,,,,,,(d'une surface colorée) Sensation psycho-physiologique résultant de la vision d'une surface colorée ,,,,,,,,,,,,,,,
couleur d'impression,,,,n.f.,Couleur de l'encre utilisée pour l'impression en série,,,,,,,,,,,,,,,,,,,,,,,
couleur saturée,,,,n.f.,"Couleur de pureté élevée, résultant d'une lumière dont le spectre contient une faible proportion de lumière blanche.",,,,,,,,,,,,,,,,,,,,,,,
couleurs complémentaires,,,,n.f.,Couple de couleurs dont le mélange additif reconstitue le blanc de référence,,,,,,,,,,,,,,,,,,,,,,,
couleurs fondamentales,,,,n.f.,Groupe de couleurs de référence dont les longueurs d'onde sont choisies de façon à permettre la reproduction de l'ensemble des sensations colorées; à cette effet trois couleurs sont nécessaires et suffisantes. Nota : les couleurs fondamentales sont utilisées pour le reproduction des couleurs par synthèse additive.,,,,,,,,,,,,,,,,,,,,,,,
couleurs normalisées,,,,n.f.,"Gamme de trois couleurs primaires définies par leurs caractéristiques colorimétriques d'un emploi fréquent en imprimerie (cyan, jaune, magenta)",,,,,,,,,,,,,,,,,,,,,,,
coupe de terrain,,,,n.f.,Section généralement plane de la surface du sol et d'une partie du sous-sol représentée en élévation,,,,,,,,,,,,,,,,,,,,,,,
coupure,,,,n.f.,Unité de fractionnement d'un découpage ,,,,,,,,Champ d'une carte constituant ou non une unité de découpage,,,,,,,,,,,,,,,
courbe auxiliaire,,,,n.f.,Courbe de niveau de cote quelconque ajoutée pour faire ressortir un élément caractéristique du relief lorsque les courbes normales ne suffisent pas,,,,,,,,,,,,,,,,,,,,,,,
courbe de Béziers,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
courbe de niveau,,,,n.f.,Synonyme de isohypse ou isobathe,,,isohypse,,isohypse ; isobathe ; sémiologie graphique ; représentation du relief,,,,,,,,,,,,,,,,,,
courbe figurative,,,,n.f.,Courbe utilisée pour figurer le relief dans une représentation à l'effet,,,,,,,,,,,,,,,,,,,,,,,
courbe intercalaire,,,,n.f.,Courbe de niveau correspondant à une subdivision de l'équidistance ajoutée pour faire ressortir un élément caractéristique du relief lorsque les courbes normales ne suffisent pas,,,,,,,,,,,,,,,,,,,,,,,
courbe maîtresse,,,,n.f.,"Courbe de niveau dont le tracé est renforcé pour faciliter la lecture, l'équidistance entre deux courbes maîtresses consécutives étant un multiple de celle des courbes de niveau normales.",,,,,,,,,,,,,,,,,,,,,,,
courbe normale,,,,n.f.,Courbe de niveau correspondant aux altitudes multiples de l'équidistance.,,,,,,,,,,,,,,,,,,,,,,,
courbes coordonnées,,,,n.f.,"Lignes d'égale valeur de l'une des coordonnées géographiques ou rectangulaire sur l'ellipsoïde, ou leur image sur le plan de projection.",,,,,,,,,,,,,,,,,,,,,,,
crédits,,,,n.m.,,,Droit,,,copyright,,,,,,,,,,,,,,,,,,
creux (matrice en) ,,,,n.m.,"Réplique du modèle original en matériau quelconque où le relief du terrain est inversé, en général utilisée comme moule pour la fabrication des matrices.",,,,,,,,,,,,,,,,,,,,,,,
croisement spatial,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
croisillon,,,,n.m.,Croix formée par deux petits segments perpendiculaires se coupant en leur milieu.,,,,,,,,,,,,,,,,,,,,,,,
croisillons du carroyage,,,,n.m.,"Croisillons formés de courts segments des lignes d'un carroyage, centrés sur les intersections des lignes des deux familles.",,,,,,,,,,,,,,,,,,,,,,,
croisillons du quadrillage,,,,n.m.,"Croisillons formés de courts segments des lignes d'un quadrillage, centrés sur les intersections des lignes des deux familles.",,,,,,,,,,,,,,,,,,,,,,,
cromalin,O,,O,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
cronaflex,O,,O,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
cronar,O,,O,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
croquis,,,,n.m.,,,,schéma,,,,,,,,,,,,,,,,,,,,
dallage,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
dalle,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
data visualisation,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
décalage planimétrique,,,,n.m.,"Altération de position d'un détail, provoquée par la représentation symbolique d'un détail voisin.",,,,,,,,,,,,,,,,,,,,,,,
déclinaison magnétique,,,,n.f.,Angle que fait la direction du Nord magnétique avec celle du Nord géographique en un lieu et à un instant donné,,,,,,,,,,,,,,,,,,,,,,,
décote (météorologique),,,,n.f.,"Abaissement irrégulier du niveau de la mer due à l'action des éléments météorologiques, vents et chanp de pression atmosphérique, sur les eaux marines. Nota : surcote et décote sont souvent désignées par le termes 'marée météorologique"".",,,,,,,,,,,,,,,,,,,,,,,
découpage,,,,n.m.,"Fractionnement en unités de champ plus petit, d'une carte trop grande pour être éditée sur une seule feuille. ",,,,,,,," Fractionnement, en unités de champ défini, de tout ou partie de la surface terrestre, en vue de sa représentation cartographique. ",,,,,,,,,,,,,,,
découpage géographique,,,,n.m.,Découpage effectué suivant des méridiens et parallèles.,,,,,,,,,,,,,,,,,,,,,,,
découpage rectangulaire,,,,n.m.,Découpage effectué en unités rectangulaires d'égales dimensions en projection.,,,,,,,,,,,,,,,,,,,,,,,
défonce,,,,n.f.,,,surimpression,,,,,,,,,,,,,,,,,,,,,
déformation,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
dégradé,,,,n.m.,Teinte dont la clarté et/ou la saturation et la tonalité varient progressivement avec ou sans solution de continuité.,,,,,,,,,,,,,,,,,,,,,,,
demi-teintes,,,,n.f.,Ensemble monochrome de dégradés continus.,,,,,,,,,,,,,,,,,,,,,,,
dénivelée (de deux points),,,,n.f.,Différence d'altitude entre deux points peu éloignés,,,,,,,,,,,,,,,,,,,,,,,
densité graphique (d'une carte),,,,n.f.,"Aspect plus ou moins chargé d'une carte, représentable par le rapport de la surface occupée par les éléments graphiques ponctuels et linaires et les contours à la surface cartographiée.",,,,,,,,,,,,,,,,,,,,,,,
désignation cartographique ,,,,n.f.,,,,descriptive term,Cimetière; piste d'accélération; terrain de camping; château d'eau.,écritures cartographiques,,,,,,,,,,,,,,,,,,
détourage,,,,n.m.,Opération consistant à éliminer la partie de l'image entourant un élément que l'on veut mettre en évidence.,,,,,,,,,,,,,,,,,,,,,,,
diagramme,,,,n.m.,Représentation graphique de la structure ou de l'évolution d'un phénomène,,,,,,,,,,,,,,,,,,,,,,,
diapason,O,,,n.m.,Gabarit utilisé pour le tracé des hachures exprimant le relief.,,,,,,,,,,,,,,,,,,,,,,,
dichromie,,,,n.f.,Procédé d'impression utilisant deux couleurs. ,,,,,"à associer avec monochromie, trichromie, quadrichromie, polychromie",,,Document obtenu par ce procédé.,,,,,"à associer avec monochromie, trichromie, quadrichromie, polychromie",,,,,,,,,,
dictionnaire de données,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
diffusion,,,,n.f.,Changement de répartition spatiale d'un rayonnement qui est dévié dans de multiples directions par une surface ou par un milieu.,,,,,,,,,,,,,,,,,,,,,,,
digitalisation,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
discrétisation,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
discrétisation spatiale,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
discrimination,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
distancier,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
distorsion,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
document cartographique,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
domaine,,,,n.m.,,,Théorie des graphes,face,,,,,,,,,,,,,,,,,,,,
donnée,,,,n.f.,"Fait, phénomène ou notion représentable sous une forme conventionnelle, convenant à une communication, une interprétation ou un traitement. ",,,,,,,,,,,,,,,,,,,,,,,
donnée brute,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
donnée descriptive,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
donnée géographique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
donnée géométrique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
donnée graphique,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
données de base,,,,n.f.,"Ensemble de données, originales ou non, nécessaires à l'établissement des cartes",,,,,,,,,,,,,,,,,,,,,,,
données de contrôle,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
données de référence,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
données descriptives,,,,n.f.,,,,,,attribut,,,,,,,,,,,,,,,,,,
données maillées,,,,n.f.,,,,,,mode maillé,,,,,,,,,,,,,,,,,,
données vectorielles,,,,n.f.,,,,,,mode vectoriel,,,,,,,,,,,,,,,,,,
double trait,,,,n.m.,Élément graphique composé de deux traits parallèles très rapprochés.,,,,,,,,,,,,,,,,,,,,,,,
douze,,,,n.m.,"Multiple du point typographique, égal à douze points (en France 4,51 mm)",,,,,,,,,,,,,,,,,,,,,,,
droit d'auteur,,,,n.m.,"Droit de propriété exclusif sur une œuvre cartographique, détenu par une ou plusieurs personnes physiques ou morales réputées auteur de ce document.",,Droit,,,,,,,,,,,,,,,,,,,,,
droits d'auteur,,,,n.m.,Redevance perçue par un auteur pour l'exploitation commerciale de son œuvre.,,Droit,,,,,,,,,,,,,,,,,,,,,
écart,,,,n.m.,"Lieu-dit habité, moins important qu'un hameau",,,,,,,,,,,,,,,,,,,,,,,
écart de trame,,,,n.m.,Distance entre la trame optique et la couche photosensible lors de l'exécution d'un cliché tramé.,,,,,,,,,,,,,,,,,,,,,,,
écart type,,,,n.m.,,,,écart quadratique moyen,,,,,,,,,,,,,,,,,,,,
échange de données,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
échantillon de données géographiques,,,,n.m.,,,,,,,,,,,,,,,,,,,,,,,,
échantillonnage,,,,n.m.,Représentation d'un phénomène continu par la valeur quantifiée de ce phénomène pour un ensemble discret de valeurs d'une variable.,,,,,,,,,,,,,,,,,,,,,,,
échelle altimétrique,,,,n.f.,"Échelle adoptée pour la représentation des distances verticales, sur une coupe, un profil ou une carte en relief.",,,échelle des hauteurs,,,,,,,,,,,,,,,,,,,,
échelle caractéristique,,,,n.f.,Échelle la mieux appropriée pour représenter efficacement un phénomène en fonction du niveau désiré.,,,,,,,,,,,,,,,,,,,,,,,
échelle cartographique,,,,n.f.,"Expression du rapport d'une distance mesurée sur la carte à sa valeur réelle sur le terrain, ramenée à l'horizontale et au niveau de référence, rapport qui peut varier sensiblement d'un point à l'autre du champ de la carte. ",,,,,,,,,,,,,,,,,,,,,,,
échelle de couleurs (d'une carte),,,,n.f.,Représentation graphique de la correspondance des plages de couleurs ou teintes avec les variations d'un phénomène figuré sur la carte.,,,,,,,,,,,,,,,,,,,,,,,
échelle de pente,,,,n.f.,"Abaque permettant la détermination des pentes exprimées en pourcentage, en fonction de l'intervalle entre deux courbes de niveau, pour une échelle et une équidistance données. ",,,,,,,,"Segment de droite joignant deux points cotés, sur lequel ont été portés des points de cote ronde.",,,,,,,,,,,,,,,
échelle de teintes bathymétriques,,,,n.f.,Représentation graphique de la correspondance des plages de teinte avec les zones d'altitude.,,,,,,,,,,,,,,,,,,,,,,,
échelle de teintes hypsométriques,,,,n.f.,Représentation graphique de la correspondance des plages de teinte avec les zones d'altitude.,,,,,,,,,,,,,,,,,,,,,,,
échelle des hauteurs,,,,n.f.,"Échelle adoptée pour la représentation des distances verticales, sur une coupe, un profil ou une carte en relief.",,,échelle altimétrique,,,,,,,,,,,,,,,,,,,,
échelle des longueurs,,,,n.f.,"Échelle adoptée pour la représentation des distances horizontales, sur une coupe, un profil ou une carte en relief.",,,échelle planimétrique,,,,,,,,,,,,,,,,,,,,
échelle des surfaces,,,,n.f.,"Rapport d'une surface mesurée sur la carte à la surface réelle correspondante, réduite à l'horizontale et au niveau de référence.",,,,,,,,,,,,,,,,,,,,,,,
échelle graphique,,,,n.f.,"Segment gradué ou abaque matérialisant sur la carte, l'échelle cartographique.",,,,,,,,,,,,,,,,,,,,,,,
échelle limite,,,,n.f.,"Échelle inférieure ou supérieure à l'échelle caractéristique, en deçà ou au delà de laquelle la représentation d'un phénomène pert sa signification.",,,,,,,,,,,,,,,,,,,,,,,
échelle locale (d'une projection),,,,n.f.,"Rapport de la longueur d'un segment infiniment petit partant d'un point du plan de projection, à la longueur de l'arc correspondant de l'ellipsoïde de référence, en général dépendant du sens du segment.",,,,,,,,,,,,,,,,,,,,,,,
échelle métrique,,,,n.f.,Échelle graphique utilisant le système métrique.,,,,,,,,,,,,,,,,,,,,,,,
échelle nominale,,,,n.f.,Rapport des longueurs mesurées sur la carte aux longueurs correspondantes dans la projection qui lui sert de base. ,,,,,,,,,,,,,,,,,,,,,,,
échelle planimétrique,,,,n.f.,"Échelle adoptée pour la représentation des distances horizontales, sur une coupe, un profil ou une carte en relief",,,échelle des longueurs,,,,,,,,,,,,,,,,,,,,
écrêtage,,,,n.m.,Élimination de la partie d'un élément graphique dépassant les limites d'une fenêtre.,,,,,à associer à masque,,,,,,,,,,,,,,,,,,
écriture à disposition,,,,n.f.,"Écriture se rapportant à un phénomène linéaire ou zonal, disposée de façon à faciliter la perception du tracé ou de l'étendue du phénomène.",,,,,,,,,,,,,,,,,,,,,,,
écriture à position,,,,n.f.,Écriture se rapportant à un phénomène ponctuel de faible surface.,,,,,,,,,,,,,,,,,,,,,,,
écriture débordant l'orle,,,,n.f.,Écriture sortant du champ de la carte.,,,,,,,,,,,,,,,,,,,,,,,
écritures cartographiques,,,,n.f.,"Ensemble des caractères alphanumériques et signes de ponctuation utilisés pour la transcription des toponymes, légendes et des divers éléments de l'habillage d'une carte. ",,,"map lettering, map script",,,,,,,,,,,,,,,,,,,,
édition cartographique,,,,n.f.,Reproduction et diffusion de documents cartographiques ,,,,,,,,"Ensemble des tirages d'une carte, éventuellement effectuées à des dates diverses sans modification ",,,,,,,,,,,,,,,
édition sommaire (d'une carte marine),,,,n.f.,"Nouvelle édition d'une carte marine, où la mise à jour est limitée aux éléments essentiels pour l'usage des navigateurs, de façon à réduire les délais de parution.",,,,,,,,,,,,,,,,,,,,,,,
édition-refonte (d'une carte marine),,,,n.f.,Nouvelle édition d'une carte marine comportant une mise à jour complète du contenu de la carte et éventuellement certains changements de spécifications.,,,,,,,,,,,,,,,,,,,,,,,
élaboration cartographique,,,,n.f.,"Ensemble des phases de conception, éventuellement de compilation et de préparation cartographiques.",,,,,,,,,,,,,,,,,,,,,,,
élément (graphique) linéaire,,,,n.m.,"Élément graphique s'étendant le long d'une ligne, d'épaisseur très faible transversalement à cette ligne.",,,,,,,,,,,,,,,,,,,,,,,
élément (graphique) ponctuel,,,,n.m.,"Élément graphique de très petites dimensions, n'ayant aucune direction significativement privilégiée.",,,,,,,,,,,,,,,,,,,,,,,
élément (graphique) zonal,,,,n.m.,Élément graphique simple ni ponctuel ni linéaire s'étendant sur une surface.,,,,,,,,,,,,,,,,,,,,,,,
élément graphique,,,,n.m.,Constituant unitaire d'un graphisme. ,,,,,,,,,,,,,,,,,,,,,,,
élément graphique complexe,,,,n.m.,Élément graphique constitué de plusieurs éléments simples.,,,,,,,,,,,,,,,,,,,,,,,
élément topographique,,,,n.m.,"Objet ou élément concret, fixe et durable, existant à un moment donné à la surface du sol, éventuellement dans le sous-sol. ",,,,,"synonymes ou associés accident géographique, objet géographique, objet cartographique, entité topographique, détail topographique …",,,Le même élément représenté graphiquement ou codé dans un fichier géomatique. ,,,,,,,,,,,,,,,
éléments abstraits,,,,n.m.,"Ensemble des phénomènes résultant d'une opération de l'esprit. (toponymie, divisions administratives, densités, ...)",,,,,,,,,,,,,,,,,,,,,,,
éléments de conservation,,,,n.m.,"Documents conservés en archives pouvant être constitués par des rédactions, des clichés, des copies sur microfiches, des copies sur plastiques, des planches d'impression, des épreuves de tirage, permettant de reconstituer des éléments de reproduction. ",,Documentation,,,,,,"En cartographie automatique, tout fichier sur support archivable (bande magnétique, cédérom, ...) contenant des éléments d'une carte numérique.",,Documentation,,,,,,,,,,,,,
éléments de reproduction,,,,n.m.,"Documents constitués par les rédactions définitives, ou des reproductions ou copies combinées de ces documents, destinés à la confection directe des planches d'impression",,,,,,,,,,,,,,,,,,,,,,,
éléments naturels,,,,n.m.,"Ensemble des phénomènes concrets existant dans la nature indépendamment de l'action humaine directe (relief, hydrographie, végétation,..)",,,,,accident topographique naturel,,,,,,,,,,,,,,,,,,
éléments rapportés,,,,n.m.,"Ensemble des phénomènes concrets résultant de l'action humaine directe. (habitat, cultures, ouvrages d'art, ...)",,,,,,,,,,,,,,,,,,,,,,,
éléments séparés,,,,n.m.,,,,Planches fondamentales,,,,,,,,,,,,,,,,,,,,
ellipsoïde de référence,,,,n.m.,"Surface de référence constituée par un ellipsoïde de révolution aplati, de grand axe et d'excentricité choisis pour qu'il représente, localement ou globalement, une bonne approximation du géoïde.",,,,,,,,,,,,,,,,,,,,,,,
emprise d'un objet,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
emprise d'une carte,,,,n.f.,,,,,,,,,,,,,,,,,,,,,,,,
